ulasan_bersih,sentiment_score,sentiment_category,predicted_rating,panjang_ulasan
hp infinix zero ga muncul gambar suara perangkat kecewa berat ken tonton,-16,Negatif,1,12
gimana ni min udah bayar langgan kelola akun gilir klik kelola akun gmail gabisa apa apain gimana niihhh,-4,Negatif,2,18
film jelek,-5,Negatif,1,2
bagus,-4,Negatif,2,1
gue orang ga peduli aplikasi wlw jelek apa gue ga kasih rating jelek nonton tv ga tera orang akun gue ga nonton hape emg perangkat doang tv hape parah lg nonton hp gabisa muter doang sekali muncul subtittle doang layar hitam gada gambar wifi gue lancar gada jaring bener ya,-35,Negatif,1,50
alat bayar,-3,Negatif,2,2
emang suka masalah ya doang,-2,Negatif,2,5
buffering ga buka video gak minggu,-3,Negatif,2,6
banyak film horor,-8,Negatif,1,3
buruk,-5,Negatif,1,1
buanyak film baik disney marvel the best,-1,Negatif,2,7
pas nonton suara layar item udh hapus cache kali plus uninstal and instal kali kali tetep aja tolong baik platform streaming kalo ngga ngolahnya,-7,Negatif,1,24
disney plis cepat internet yg aplikasi belah lancar ajah disney kualitas udah turunin buffering,-10,Negatif,1,14
udh langgan paket basic utk perangkat tp nonton slalu bilang perangkat penuh silah dr salah perangkat bgmn gak yg nontn bisa dibilangin perangkat penuh,5,Positif,5,24
sulit langgan gopay aman sungguh gak faham bayar ulang gopay nya nomor gopay ku daftar gak bayar ulang tolong benah bayar mudah kali coba alas nomor gopay daftar jujur sulit bayar gopay,-22,Negatif,1,32
cari film sesuai genre gak pilih cari sesuai genre,-2,Negatif,2,9
kadang ngebug layar hitam suara subtitle baik bugnya lol,-3,Negatif,2,9
langgan gopay,2,Positif,4,2
kacau bayar ga nonton,-3,Negatif,2,4
gabisa stop langgan saldo otomatis potong batal tolak apk nya,-7,Negatif,1,10
ga gambar nyaaaa,-3,Negatif,2,3
apk gajslas siang beli langgan pas nonton vid gabisa loading layar item gajelas banget sumpah pdahal jaring bagus sampe coba aja gabisa kirim masuk email disneynya ga dibales beli langgan kalo,-10,Negatif,1,31
tolong subtitle besar banget hp please banget mahhhhh,-5,Negatif,1,8
bayar langgan gopay ga yaa emang lgi ad udh nyba bayar ga,-4,Negatif,2,12
layan after salesnya kendala buruk mwndaftar pakai nomor x yg terima daftar nomor gopay hedeh kontak keluh langgan tanggap,-7,Negatif,1,19
diskon tp bayar aja susaah,0,Netral,3,5
apk masalah ga ngerti masuk gimna ribet,-12,Negatif,1,7
jelek bngt,-5,Negatif,1,2
iklan ubah,0,Netral,3,2
langgan apk langsung ganggu kayak buffering trus video nya blank suara gambar nya kosong mohon baik apk film nya bagus,-17,Negatif,1,20
udahlah langgan disney hotstar serial animasi adventure time amazing world gumball regular show gak aplikasi error parah hasil downloadan tibatiba putar bro gak orang wifi rumah kadang orang caffe wifi biar download,-4,Negatif,2,32
kualitas video suara bagus sayang aja pas nonton next eps video hitam suara tolong bantu coba hapus instal x tetep aja hitam doang,-21,Negatif,1,23
respon cs lambat sdah langgan bsa buka,2,Positif,4,7
massa langgan hari udh eror aja pas putar film cma muncul suara gambar ngga muncul warna hitam,-14,Negatif,1,17
tv disney plus ngelag,2,Positif,4,4
mantap,5,Positif,5,1
login aja susah,-2,Negatif,2,3
disney nya eror yaa gak buka,-7,Negatif,1,6
iklanya maksa playstore,-5,Negatif,1,3
gimanasih nyuruh langgan gabisa jg ngapain pake masuk web pake gopay jg gabisa kalo udah masukin nomor masuk bayar nomor pakai ya iya udah pakai orang bayar gilir bayar yg gabisa bayar gajelas,-15,Negatif,1,33
sesal download aplikasi inisusah pakai d smart tvuselessmalfunctionhated,-8,Negatif,1,8
aplikasi,-4,Negatif,2,1
gimana nih min sy kasih bintang karna gambar yg hitam gk baik tolong baik cepat bug,-15,Negatif,1,16
film nga ngk lengkap dikit woyyy,-7,Negatif,1,6
mahal bang ,1,Positif,4,2
udah beli langgan bulan gabisa tonton kocak,-8,Negatif,1,7
daftar ribet,-7,Negatif,1,2
gk bayar pakai gopay server eror,-7,Negatif,1,6
langgan kemaren aman aman kendala apa langgan sulit tombol langgan hilang langgan dana,5,Positif,5,13
video tdk muncul dengar suara sdh komplain email tlg responnya tks,1,Positif,4,11
tonton sulit akun ambil pas pergi nomor,-9,Negatif,1,7
apk gak udah langgan basic pas nonton aja gak nonton film nge freeze layar kunci udah gitu kali kali hapus apk nya hapus cache nya,3,Positif,4,25
bagus banget the beast deh,-3,Negatif,2,5
uda donlod gk bsa tonton bnyak erorny,-4,Negatif,2,7
ga gambar nya vidionya ad audio nya,-3,Negatif,2,7
sulit bgt langgan,2,Positif,4,3
bayar via gopay gagal,-7,Negatif,1,4
terimakasih disney tontonanya,5,Positif,5,3
bagusss,0,Netral,3,1
film indonesia nya krg update update aplikasi,-6,Negatif,1,7
audio bahasa indonesiahanya pilih profil dewasa akses anak anak dasboard pilih profil sedia netflix,-8,Negatif,1,14
tv bnyak film yg ngelag wifi rumah kenceng,1,Positif,4,8
kalo lamgganan gagal pilih bayar wallet gopay dah gtu gopaynya gagal,-16,Negatif,1,11
panjang nggak zzz,-1,Negatif,2,3
metode bayar shopee pay nya ilangin,-8,Negatif,1,6
unsubscribe aja susah bemer,-2,Negatif,2,4
langgan susah ampun bayar ewallet cuman pakai gy bolak refresh gak bayar tolak bilang diskon pas bayar susah gak kayak,-16,Negatif,1,20
aplikasi bagus banget suka film barat indonesia,-8,Negatif,1,7
bayar pakai dana ya bantu,1,Positif,4,5
big mana aplikasi sampah,-8,Negatif,1,4
bug layar hitam,-4,Negatif,2,3
langgan pertahunmumpung disk bayar lalu gopay ya otp nomor hp sdh terhubungtolong ya baik sistem pembayarannyabiasanya gampang bayar gopaykrn langgan bulantapi kali susah banget bayar,-4,Negatif,2,25
nonton resolusi buruk,-2,Negatif,2,3
video putar putar video aneh sanagat seringdan lapor msalah mas perbaikisaya harap bug baik karna bugnya sebab tonton bug bug sangan sulit tonton tonton tenang rugi,-26,Negatif,1,26
help desk nya susah arah mensubmit lapor email pantau progres selesai daftar langgan terupdate aplikasi lapor kali tanggap bantu cepat instagram respon kece beri solusi cepat,-15,Negatif,1,26
bayar ribet nyusahin website mulu bayar google play,-11,Negatif,1,8
layar hitam udh bayar hitam ga niat banget,-10,Negatif,1,8
orang curah orang,0,Netral,3,3
tolong kasih bayar shopee pay dasar atmin,-6,Negatif,1,7
nggak si disney ni henti iklam ni buka aplikasi yng muncul dng iklan nya berkalikali tolong,-19,Negatif,1,16
film resolusi p tp rada jelek gambar gw gatau emng film gitu emng aplikasi disneynya kalo aplikasi disneynya mohon baik gw udh bayar mahal mahal,-18,Negatif,1,25
parrah diskon tp gak bs nonton,2,Positif,4,6
nge lag buffering gk rugi langgan tahun masalah aplikasi ,-11,Negatif,1,9
ar,0,Netral,3,1
langgan minggu udah ga buka tuh aplikasi gemn,-5,Negatif,1,8
bayar gopay tonton arah bayar langgan,-12,Negatif,1,6
suara nya suara hp maximal resolusi video p full hd liat burik langgan email simple nya aplikasi nya langsung update baik,3,Positif,4,21
,0,Netral,3,1
,0,Netral,3,1
apk idiottt,0,Netral,3,2
ruwet,-4,Negatif,2,1
udah log out hp teteo aja ga bs nonton tv tulis screen limit anehhhhh bgt,1,Positif,4,15
langgan dapet diskon rb bulan nonton sambung tv nontonnya patah patah solusi,-3,Negatif,2,12
bagus,-4,Negatif,2,1
lag gambar ngga muncul ya udah bayar mahal puka,-6,Negatif,1,9
apk nya gjls,0,Netral,3,3
pembyran rumit,-5,Negatif,1,2
langgan lagitinggal bayar pakai gopay masuk nomor terang no terhubungtapi kirim kode otp pembayaranmohon bantu kak,-12,Negatif,1,16
oke,2,Positif,4,1
gajah langgan film bugnya ga buffering black screen udah dikit suara nonton profil gaada nonton gw bug benerin gratis gak mahal,-1,Negatif,2,21
black screen astaghfirullah kirain hpnya apk nyaaamana udh langgan ga gin dehhh skrng ko jelek bngtt woi developer benerinnn,-6,Negatif,1,19
film didownload tonton pilih audio subtitel kurang filmfilm didownload,-9,Negatif,1,9
asli bagus film miraculous ladybug cat noir gak snya youtube bahasa inggris knp disney gak seru  moga aplod flm miraculous ladybug cat noir makasih jumpa moga ya aplod flmnya ,-1,Negatif,2,29
ui si pas mode nonton video eps aja ribet bangett,-2,Negatif,2,10
bintang,0,Netral,3,1
vidio,0,Netral,3,1
update biar nonton item gimana si ah,-7,Negatif,1,7
gagal bayar langgan go pay,-5,Negatif,1,5
kadangkadang layar hitam nonton tolong baik,-7,Negatif,1,6
,0,Netral,3,1
turunin harga tolong,1,Positif,4,3
pake langsung black screen ya halo knp ya,12,Positif,5,8
tinggal sebentar langsung gk gambar,-5,Negatif,1,5
tdk gambar setel uninstal trus instal tetep kaya gitu layar gelap suara film tolong jadi setel layar hitam tfk gambar suara film,-22,Negatif,1,22
ribet,-4,Negatif,2,1
potong tolong baru,-4,Negatif,2,3
gabis bayar pake gopay karna sudh hubung,-6,Negatif,1,7
mohon maaf kasi bintang salah sistem lambat sistem coba beli aplikasiny langsung harga rb diskon tanggal jun bel kemarin tanggal jun suruh kelola akun yg maksud suruh beli sy beli login via crom lihat akun langgan padalan udah bayar rb,-32,Negatif,1,40
ngasih promo diskon bayar gopay ga komplain akun media sosial ga tanggap aplikasi ga pecah,3,Positif,4,15
aplikasi buruk,-9,Negatif,1,2
langgan,2,Positif,4,1
tolong ya baik baik kode error susah udah lakuin gampang login website ketimbang aplikasi nya jujur kangen disney muncul nya ga masalah harga nya jangkau,-26,Negatif,1,25
langgan jam uda hitam layar loadingnya lambat apdahal cepat internet,-4,Negatif,2,10
ganggu,-4,Negatif,2,1
gakjelas,0,Netral,3,1
langgan gak gambar nya,-1,Negatif,2,4
langgan gak ganti nomor telepon nda ganti hapus akun,-7,Negatif,1,9
bayar dana dll gopay tetep ga promosi milik promosi,2,Positif,4,9
gak bayar pakai dana ya,5,Positif,5,5
download nonton film marvel nyoba diskon juni ,2,Positif,4,7
ribet login pakai nomor dah,-7,Negatif,1,5
the best apk deh pokok,-3,Negatif,2,5
kualitas buruk streamingfull hd p ,-1,Negatif,2,5
aplikasi ribet langgan prefer aplikasi nonton belah,-15,Negatif,1,7
,0,Netral,3,1
cerita bagus,-8,Negatif,1,2
komentar video putar video suara jalan video hitam gambar mohon tangan cepat,-12,Negatif,1,12
mahal mahal bayar nonton blackscreen,-1,Negatif,2,5
udh x jadi film yg udh download ga putar kalo nonton online bisakl kyk gin fitur download,-2,Negatif,2,17
apk ga,0,Netral,3,2
barusan jugaa beli paket zonkkk ga film buffering ga dah mending netflif ajaa guys lebihurah ga pake buffer bufferan gausa download ni app buang buang uang,-13,Negatif,1,26
layar nya hitam video nya jalan,-4,Negatif,2,6
install google tv,0,Netral,3,3
langgan lagi,-1,Negatif,2,2
hmmmau langgan saldo lanjur playstrore bayar gopay ,-2,Negatif,2,7
bagus cocok,-7,Negatif,1,2
bayar nihjangan download,-3,Negatif,2,3
emang brengsek ni aplikasi udah langgan bayar pake gopay ga masuk dr gopay lempar disney dr disney lempar gopay,-13,Negatif,1,19
pas login masalah,-1,Negatif,2,3
transaksilangganan ribet,-4,Negatif,2,2
bayar paket basic knpa gak tonton alih bayar gila apk peras langgan,-9,Negatif,1,12
bagus sihhh,-4,Negatif,2,2
ganggu henti stop,-11,Negatif,1,3
maaf bintang revisi kali zonk udah dftar paket tp nikmat minggu tampil hitam teks suara rugiiii,-7,Negatif,1,16
sulit bayar,-3,Negatif,2,2
bayar masuk masuk daftar lg bayar sial hotstar ribedin,-20,Negatif,1,9
langgan isi data ribet malas kata isi data aplikasi tinggal bayar eh bawa website masukin data dll opini pribadi,-39,Negatif,1,19
tolong yaa lanjut langgan disney disney buka buka tutup batal langgan tolong baik,-19,Negatif,1,13
oke,2,Positif,4,1
nonaktif autoplay nya,0,Netral,3,3
aplikasi jelek doang daftar udah ga suara jelah doang gambar nyaa ilang riset aplikasi tetep aja bener jelek,-32,Negatif,1,18
hallo mohon tonton wifi wifi mohon bantu,-8,Negatif,1,7
bagus,-4,Negatif,2,1
kecewa parah apk tolong baik bug nya langgan,-6,Negatif,1,8
kualitas video terap full hd blur,0,Netral,3,6
langgan sulit sistem,-2,Negatif,2,3
tolong subtitle seriesnya star wars lengkap ga dgr dub indo jdi aneh,-12,Negatif,1,12
susah masukin nya login nya,-3,Negatif,2,5
males udh jarang dubbing indo pas langgan krn yg d dubb eh gabisa yaudah deh bye,-9,Negatif,1,16
waduhh gimana si developer apk nyesel langgan parah banget,-7,Negatif,1,9
yaela daftar aja ribet,-6,Negatif,1,4
tolong tambah bayar aplikasi dana langgan,0,Netral,3,6
bad banget udh langgan suruh langgan kali ga log in heran,-4,Negatif,2,11
moga depan aplikasi sara langgan pembayaraan mohon informasi chat wa email penarikaan langsung otomatis kadang jarang pakai tau langgan terimakasih retur dana ,10,Positif,5,22
tibatiba hilang gambar suara subtitle,-8,Negatif,1,5
hallo dev disney alami bug mana layar hp tampil black screen pdhl film nya jalan subtitle yg muncul film nya gmn,-5,Negatif,1,21
gelap blank gak gambar suara text aja kacau ,-7,Negatif,1,8
sumpah ni pemgembang aplikasi kayak ajar coding ulas buruk putar gak tindak,-18,Negatif,1,12
aplikasi buka bayar gk tonton rugi,-19,Negatif,1,6
resolusi ga main main bikin sakit mata,-8,Negatif,1,7
acara bagus iklan aplikasi ganggu spam,-15,Negatif,1,6
langgan aja ribet banget musti mutermuter masuk email trus masuk web masuk email verifikasi udah gitu pas tinggal bayar pilih kartu kredit gopay doang  sederhana gitu,-20,Negatif,1,26
iklan pas mati hp ku,-2,Negatif,2,5
nomernya benartapi kode ga masuk masuk,-9,Negatif,1,6
iklan mu ganggu,-4,Negatif,2,3
video lagiiiii ,0,Netral,3,2
putar tv film marvel,0,Netral,3,4
aplikasi sangant bagus nonton film yg seru mantaap,-13,Negatif,1,8
langgan langsung otomatis bayar saldo kurang tolong beritahu balik saldo henti berlanggannnya hapus akun otomatis bayar,-6,Negatif,1,16
langgan item suara muat rangka aplikasi,-7,Negatif,1,6
muas,5,Positif,5,1
apk gaje gmna sih bayar langgan suruh download app ribet banget,-9,Negatif,1,11
aplikasi nyaman orang suka peringkat masalah bagus,-9,Negatif,1,7
rugiiiii rugiii rugi langgan mei juni td malam nonton aja pas nonton film gak layar hitam suara subtitle macet kecewa banget  coba pagi siang aja ,-7,Negatif,1,25
udah ga nonton gratis langgan akses langgan d kasih episod  langgan tp mahalll bngttt dlu rb langgan tahun skrg udh mahal,14,Positif,5,21
ga update paket bayar pake gopay masalah,-3,Negatif,2,7
udah langgan ga nonton,2,Positif,4,4
daftar nomor nya bnyak alas gilir google suruh langgan kek mana,-3,Negatif,2,11
ga bikin akun ga download dah uninstal nonton nine puzzles,-3,Negatif,2,10
iklan ya suka nge spam,0,Netral,3,5
metode bayar ewallet pilih,-10,Negatif,1,4
udh download hitam doang,-5,Negatif,1,4
unduh ga buka unduh kecewa,-3,Negatif,2,5
jelekkk,0,Netral,3,1
iklan,0,Netral,3,1
baik blackscreen nya,-1,Negatif,2,3
bayar mesti aplikasi,-10,Negatif,1,3
download langgan premium nonton episode langgan tangguh bayar nonton,1,Positif,4,9
ya suka,3,Positif,4,2
,0,Netral,3,1
bagusss,0,Netral,3,1
ga nonton pas online udah kali donwload gak mohon pas gak wifi ya,8,Positif,5,13
jir gak langgan pake shoppeepay ya,3,Positif,4,6
jaring nya eror,-1,Negatif,2,3
iklan ganggu,-4,Negatif,2,2
ga rekomen banget,1,Positif,4,3
jelek bangat pakek banget,-4,Negatif,2,4
layar hitam loading liat liat kendala nya emang gk baik sono udah tau bug gk baik baik kirim emailnomor,-11,Negatif,1,19
susah nyarinya susah pakai kode otp otpnya tau dar nonton,-13,Negatif,1,10
jelek,-5,Negatif,1,1
jelek banget main game iklan,-4,Negatif,2,5
karna install muncul iklan nya,-3,Negatif,2,5
metode bayar gak pilih buruk,-15,Negatif,1,5
liat terang nya kelola akun teruss ga langgan premium ga gratis,4,Positif,4,11
aplikasi guna kuota data tonton aplilasi langgan kuota data cepat habis,-21,Negatif,1,11
liat ratingnya ragu download tetep nekat film tonton langgan minggu make maraton bagusbagus aja sih ga kendala benerbener ga kecewa emang sih kali resolusi kualitas suara tibatiba ubah ga nyampe menit udah kendala nonton sinyal memori hp pokok puas banget pake ni aplikasi,-6,Negatif,1,43
suka disneyhotstar film film seru makasih disneyhotstar,-2,Negatif,2,7
update ga tonton layar full blank hitam gambar suara doang parah samsung a,-18,Negatif,1,13
hotstar ampas,-3,Negatif,2,2
please spam iklan main genshin muncul iklan disney genshin game online muncul iklan disney memviralkan aplikasi,-16,Negatif,1,16
ribet langgan si disney,-2,Negatif,2,4
apk gak bug login aja susah mati gak login apk coba,-8,Negatif,1,11
kes dgn kerja tim disney hotstar indonesia medio kali hubung cs via email kait kendala yg alami perangkat yg memplay hasil download ganti nomor akun dll direspon layan dgn so terima kasih disney hotstar indonesia,-5,Negatif,1,35
langgan disney aja susah masuk email ribet pokok aplikasi email,-14,Negatif,1,10
biar bintang yg bicara,-3,Negatif,2,4
senang tipe,-4,Negatif,2,2
maaf bintang turun download nat geo apk login internet koneksi internet udah mohon benar baik aplikasi adakan nat geo google play store plissss  plissss,-21,Negatif,1,24
lumayan lahh,-2,Negatif,2,2
ga aplikasi cacat,-9,Negatif,1,3
yg suruh tpi g masuk kode ku cobak bolak tpi g kode disneyhistory ny yg masuk kyk email nomor telepon benersudah terima nomor kode ny,-15,Negatif,1,25
berlanganan aplikasi mutar film apa ga kaya,-9,Negatif,1,7
aplikasi tonton film aneh aplikasi,-16,Negatif,1,5
tolong tambahin metode bayar ya kaya shopeepay dll,-8,Negatif,1,8
udah berlagganan gambar nyahitam semuatolong jelasin,-3,Negatif,2,6
ribet bgt deh kalo langgan web pas purchase gopay susah bgttt ampun pas masukin nomor gopay gabisa hadeh,-6,Negatif,1,18
ralat aplikasi error muter aja,-8,Negatif,1,5
streaming layar video kali hitam satusatunya atas menginstal ulang aplikasi g hasil makan rusak nyaman streaming aneh kerja cpu tingkat drastis hp panas,-18,Negatif,1,23
minn kenapaa yaa udah beli paket disney hostar pas nonton tv nya ingat pakai akun nya ga nonton hp nya sedih bangett,-6,Negatif,1,22
beli paket play film ngga loading mulu parah sih,-7,Negatif,1,9
update film only murder in the building ga tayang disney season,4,Positif,4,11
bagus guys,-3,Negatif,2,2
,0,Netral,3,1
seru dalam main,-4,Negatif,2,3
jelek,-5,Negatif,1,1
langgan ga udah ga langgan pake pulsa,1,Positif,4,7
bagus film moga flim thunderbolt udah d disney hotstar nexflix,-3,Negatif,2,10
susah banget bayar langgan sih gak gate bayar yg enak langsung aplikasi login via web browser segala gak sesimple aplikasi versi nya ya,-11,Negatif,1,23
debet biaya langgan tuju,-2,Negatif,2,4
panjang bayar jam coba bayar gagal usaha hebat butuh uang,-18,Negatif,1,10
dah g nonton layar hitam subtitle muncul audio jalan astaga mending aplikasi belah kalo gin,-26,Negatif,1,15
gk bayar langgan aplikasi situs susah bayar pake gopay udah masukin nomor ponsel youve linked this number before emang nomor nomor gk link pake nomor,-11,Negatif,1,25
metode bayar ubah alami sulit baru langgan baru coba baru gopay alihalih langsung masuk gopay macet otp taut gopay gopay hubung macet konyol coba metode hapus akun disney masuk atur hapus akun tombol hapus bawa layan langgan tolong baik aplikasi,-52,Negatif,1,40
tolong tambah fitur hapus akun,-2,Negatif,2,5
,0,Netral,3,1
langgan ga log in nomor ponsel valid aneh loh ga beli kah layan streamingnya,-7,Negatif,1,14
baik,-1,Negatif,2,1
mantap ,5,Positif,5,1
langgan gak buka vpn proxy gajelas pake wifi apk lancar aja rugi gajelas,-7,Negatif,1,13
hp andro tab macet sampe nge hangsudah uninstall trus install ulang ttp g heran kelas disney bikin aplikasi kek gin malu loh netflixwetvviu ,-14,Negatif,1,23
knit off tayang,3,Positif,4,3
ribet muncul kelola akun web,-7,Negatif,1,5
langgana putar film udah gelap layar cuman suara tpi gambar gak ,-8,Negatif,1,11
aneh banget udah bayar langgan pas registrasi film gak tonton nyesel banget,-9,Negatif,1,12
subscribtion panjang payment super super super ribetya delete sajasimple ,-7,Negatif,1,9
boikot,0,Netral,3,1
gabisa masuk,-3,Negatif,2,2
film drama bagus bagus sayang ngk buka aplikasi kalo pake layar cover samsung flip app streaming,-19,Negatif,1,16
masuk susah banget pake nomor gmail tonton anak anak,-15,Negatif,1,9
layar hitam tolol udah langgan gak nonton,-7,Negatif,1,7
kirim lapor nonton aman,4,Positif,4,4
disney hotstar hibur lengkap utk dewasa anak rumah,-1,Negatif,2,8
weee udah langgan gelap ya tumben sdh senang memakaiskrng ngebug gelap ga kalo smpe siang blm baik uninstal kacau ta,-12,Negatif,1,20
ga suka,-1,Negatif,2,2
aplikasi maling woy bayar saldo udah potong gak henti langgan,-9,Negatif,1,10
halo tim disney hotstar disney hotstar jelek langgan gak tanggal mei player disney bug gak muter video tonton rugi donk langgan disney mahal tolong baik cepat sampe kabur platform ott belah terima kasih,-28,Negatif,1,33
resolusi udh fhd p burik,3,Positif,4,5
bikin akun suka banget nonton cepat jadi,-5,Negatif,1,7
nonton aj susah suruh langgan tinggal nonton ribett anehh,-6,Negatif,1,9
langgan indihome paket jitu mbps mantap gratis disney hotstar basic annual telkom mei menu lancar nonton full hd cc nya rapih rapih ,13,Positif,5,22
langgan pas masuk putar erro,2,Positif,4,5
kode opt nya,-3,Negatif,2,3
bayar pakai aplikasi dana,-3,Negatif,2,4
apalahh disney saldo udah potong otomatis pagisiang nonton tp barusan lanjutin tonton gabisa suruh kelola akun bayar langgan gimaanaaa,-4,Negatif,2,19
buruk,-5,Negatif,1,1
gambar pas putar upgrade,0,Netral,3,4
ngatheli ngene sakiki wes larang gak tau kau menang mending error rugi bandar nek ngene iki,-29,Negatif,1,16
masuk ya pasu email sandi nya,1,Positif,4,6
disney narik dana gua izin aneh banget balikin gak balikin dana aplikasi aneh bayar izin beli ni aplikasi nyesal lu,-28,Negatif,1,20
fix bug nya barusan langgan udh dapet bug gabisa muter apa pdhl udh langgan at least klo emg fix bugnya jgn open aplikasi update kek ga langgan dah klo gin gajelas,-6,Negatif,1,31
bagus,-4,Negatif,2,1
oke bagus,-2,Negatif,2,2
nonton,0,Netral,3,1
update baru menu buka beranda cari menu my space unduh gak akses sekali pencet tombol langsung aplikasi tolong baik habis gb download film sia sia,-27,Negatif,1,25
malaysia uda gak bayar pakai pulsa bayar pakai credit card debit suka langgan pakai pulsa,-11,Negatif,1,15
jelek anjir,-8,Negatif,1,2
beli paket indihome mbps gratis langgan thn aplikasi bagus warga facebook rating jelek paham teknologi settingan lain full hd buram ya makismal wifi mbps tidak nya perangkat konek wifi kualitas hd putar filim,-10,Negatif,1,33
walaupyn langgan disney hotstar bagus film film banget sampe nonton banget kayak shincan iron man deadpool avatar the way of water nonton pokok suka banget beli revil rate rate bagus orang orang tonton film moga film,-17,Negatif,1,36
ga loginn,0,Netral,3,2
over all bagus prime,-4,Negatif,2,4
kira langgan yg basic k upgrade premium k mahal karna film nya gak pilih ya pilih netflix murah netflix  gak langgan,3,Positif,4,21
bug hapustermasuk film nya hitam gelapada suara subtitle sajasudah report sajatidak pengaruh nya sekalisaya langgan lanjut depan,-10,Negatif,1,17
layar hitammm,0,Netral,3,2
disney tolong banget lengkapin series miraculous movie season yg sedia situ ken miraculous lengkap disney plsss,-4,Negatif,2,16
jelek,-5,Negatif,1,1
rekomendasi langgan wajib langgan paket tambah film lengkap padan judul judul kumpul data relevan rekomendasi orang orang orang zonk,7,Positif,5,19
ok bagus disney hotstar login pake kudu pilih paket g kaya tolong update biar masuk pilih paket,-6,Negatif,1,17
bagus banget nonton film,-3,Negatif,2,4
salah tonton layar hitam suara film buffering,-13,Negatif,1,7
ga download dahal memori nyisa gb,0,Netral,3,6
wuuu,0,Netral,3,1
langgan tahuntapi mo langgan sulit email lhno hp maret kemarin langsung otomatis ribet bangett,4,Positif,4,14
masalah mulu udh layar item resolusi kdg ga sesuai,-3,Negatif,2,9
keren banget sumpah donwload sumpah keren bgt ,-5,Negatif,1,7
aplikasi aneh udh kirim no ga masuk udah bener lhoo,-10,Negatif,1,10
lumayan bagus manfaat,-1,Negatif,2,3
suka,-1,Negatif,2,1
wifi dengar paket vpn wifi deteksi vpn,6,Positif,5,7
gambar gada cuman gelap doang,-8,Negatif,1,5
hobi film disney hotster tv amerika jepang isahel inggris,0,Netral,3,9
harga langgan terima kasih,6,Positif,5,4
apk nya bintang marah,-5,Negatif,1,4
hai apk keren skali tolong film ya gratis please,6,Positif,5,9
hp suara tv gaada suara,-5,Negatif,1,5
jelek bgt nyesel dowlod dowlod,-10,Negatif,1,5
ente bang disney nonton series layar gelap suara subtitlenya pindah film aja nyoba liat trailer mau gimana dahh baik,-13,Negatif,1,19
sumpah gw nonton mata gw sakit udah setting p aja burik gajelas bgt njir mending ilangin aja fitur p ga udah test speed aman aman aja ga ngelag tolong baik resolusi nya,-13,Negatif,1,32
langgan update tgl tanggal saldo debet status panjang update tagih tanggal bug baik aplikasi rugi langgan,-13,Negatif,1,16
nyesel langgan daftarlangganan tp suruh upgrade,-5,Negatif,1,6
pake vpn larang aneh banget,-6,Negatif,1,5
ngga ribet,-6,Negatif,1,2
oi disney langgan knp cmn gopay tolong tambah e wallet dana dll,7,Positif,5,12
sulit un subscribe hati,-2,Negatif,2,4
gk langgan suruh sambung nomor sambung tetep salah trs nomor nya aja,-9,Negatif,1,12
langgan sajabayarnya susah ampun asa ribet aplikasi bayar cuman visa debet gopay knapa g mudah bayar,-21,Negatif,1,16
layar gelap suara subtitle aja,-4,Negatif,2,5
parah diinstal cache suara gambar hitam lanjut bayar hilang gaji,-25,Negatif,1,10
streaming tv pindah lihat hp gak tulis mas tonton gadget pdhl gak yg streaming iya kena hack payah,-11,Negatif,1,18
bru mo metode pmbyran ny gk bs pke dompet elektronik ,-5,Negatif,1,10
gimana gabisa nonton vidio vidio nya hitam subtitle suara nya vidio nya hitam pikir vidio nya eror ulang gimana solusi nya nonton film,-12,Negatif,1,23
tolong disneysaya bayar pakai gopaytapi akses film tontonpadahal bayar paket basicmalah suruh bolak cek email akun andaga niduitnya dah disedotmalah kaga dipaketolong nih disney gimana,-11,Negatif,1,25
ga login buang kuota download,-5,Negatif,1,5
kak alam apk bagusdan nyamantetapi kesalahanpak disneymasak fideo yg gue download disney kagak dibukatiba aja pas ketik unduh lansung keluar nyaplis tolong baik ya,-2,Negatif,2,24
busuk jatuh tempo udah ngambil langsung bayar langgan aja parah paket langgan nya gabisa pake periode sih udah bayar,-11,Negatif,1,19
bagus deh suka nonton film pilih ngejelasin kalo layar burem dah full hd sinyal jelek tombol cerah kiri layar langsung kasih rating buruk cari rating,-24,Negatif,1,25
ga banget liat film nya aja banget masuk langsung dftr paket bulan,5,Positif,5,12
oke,2,Positif,4,1
aplikasi bagusssss kembang aplikasi nya mohon baik bug langgan pake nya gratis,-2,Negatif,2,12
aplikasi layak pakai,-9,Negatif,1,3
ganggu,-4,Negatif,2,1
mahal supp k murah kacang lupa kulit bulan langgan,-3,Negatif,2,9
ga subscribe ya hubung gopay ngga nyambung aneh,-5,Negatif,1,8
apk cemen nyari film sulit kurang opsi cari minimal cari film dasar genre,-14,Negatif,1,13
aplikasi suara kirim email solusi,0,Netral,3,5
oke,2,Positif,4,1
layar hitam suara loading sinyal bagus,-9,Negatif,1,6
apknya bikin kecewaaaaa bangetttt langgan bikin kecewa nonton layar error hitammmm suara tpi layar hitammm coba ganti flm yg trnyata aja hitamm layar klian yg download apk pikir dluuu nati jadi sprti kecewa apk,-11,Negatif,1,34
pasang hp laptop nonton laptop keluar tp sy nonton hp deteksi nonton laptop session nya masalah sy logout laptop rp hp terbacaapakah solusi,0,Netral,3,23
karnaini kabisa,0,Netral,3,2
duh mahal bet,-3,Negatif,2,3
