content,score,at
"Dear untuk Disney ,kenapa setiap saya nonton dari Disney selalu resolusi nya sangat buruk ,bahkan saya kadang kesal sendiri menonton dari Disney ini karena selalu jelek tampilan vidionya ,padahal jaringan sangat normal pakai WiFi pun terkadang jelek resolusinya sedangkan saya coba di Netflix dan viu dengan jaringan yang sama , bagus untuk resolusinya sedangkan Disney tidak ? Apakah karena ada harga ada kualitas ?",1,2022-10-01 22:46:32
Sorry sorry aktivasi sekarang ga di sediakan di mytelkomsel paket 20rb 1bulan yg ekonomis di hilangkan. Terus sekarang aktivasinya harus yg terdaftar. Lu kata nomor ini baru 1 bulan 2 bulan. Kecewa sih,1,2022-10-01 19:14:35
"Bagus sih, tapi napa sekarang dh include ama Telkomsel lagi sihh elah",3,2022-10-01 18:48:48
Mau berlangganan tapi error gak jelas. Padahal kemarin kan enak beli kuota telkomsel dapet paket sebulan disney hotsar kok sekarng engga,3,2022-10-01 18:46:39
Apk ga guna film g lengkap padahal film nya terkenal nyesel beli apk ga guna ini mending Netflix dr pada apk tolol ini saran ga ush Beli mending Netflix dari pada apk sampah ini,1,2022-10-01 16:35:02
"Film bagus tapi kenapa di hp ku sering error pl-1100,, mengganggu sekali",4,2022-10-01 16:20:35
"Saya kan udh dapet gratis berlangganan dari kuota Telkomsel, kok ga bisa di gunain lagi sih. Padahal di kuota nya udh jelas berlangganan Disney+ 1 bulan.",4,2022-10-01 16:00:20
Best 👌👍🤩💖,5,2022-10-01 15:56:07
I got the problem. Something when wrong. Please fix it!,1,2022-10-01 15:44:03
Amazing 👍,5,2022-10-01 15:19:45
"Mau ngasih saran aja, tambahin fitur durasi kecepatan yg bisa dipilih pd saat menonton, terus bisa berbagi ke apk manapun, contoh sprti apk sebelah, bs brbgi ke insta story. Kn lumayan jg dpt promosi dr org"" yg sdg menonton. Semoga bisa dipertimbangkan. Terima kasih.",3,2022-10-01 15:03:46
Ini apk sampah saya sudah berlangganan & sudah bayar tpi kok di apk nggak ada tertulis langganan bahkan di suruh langganan lagi pdhl sudah bayar uang saya habis di potong anjir ni apk,1,2022-10-01 14:30:37
Tidak bisa streaming pakai Telkomsel,3,2022-10-01 13:48:12
Tolong dong tambahin film lord of the ring yg series..,3,2022-10-01 13:47:32
Saya enggak bisa noton ya pas saya buka tolong di perbaikin,5,2022-10-01 13:02:48
The best,5,2022-10-01 12:42:12
Aplikasinya ngak bisa berlangganan 🤦‍♂️,5,2022-10-01 12:33:40
Tolong perbaiki saya saya tidak bisa buka filim sama sekali,1,2022-10-01 12:28:45
"Sangat memuaskan, Setalah syaa mendownload nya saya tdk pernah pergi ke bioskop lgi🤣",5,2022-10-01 12:04:19
ACl Ha.eSopt,5,2022-10-01 12:03:51
Kenapa aplikasinya tidak bisa digunakan something went wrong please try again?,4,2022-10-01 11:37:11
Trash,1,2022-10-01 11:30:43
"Udah beberapa hari mau langganan ga bisa-bisa, error mulu",1,2022-10-01 11:13:04
kalo di-update bagaimana ya modelnya 😑😐😑😐😑😶😑😶💯💢,5,2022-10-01 11:10:35
"Saya sudah berlangganan, tapi kenapa saat akan menonton film selalu ada kata Something went wrong. Please try again. Ya Allah kecewa banget! Tolong diperbaiki, buang-buang uang saku namanya kalau gini:(",1,2022-10-01 10:29:23
Udah di download mala ga bisa nonton ga bisa di download,1,2022-10-01 10:24:03
2 hari ini apl nya lelet banget. Kenapa yaa,4,2022-10-01 10:15:11
"ini aplikasi favorite aku sihh. aku pake resolusi rendah aja ga kaya resolusi 144, malah kaya pake 360. hematt kuota banget nonton disini. kartun, series, film, anime, semuanya ada disini. good bangettt",5,2022-10-01 10:09:48
"Saya mau tanya dong kak itu cara nnton videonya bagaimana, saya klik unduh berulang-ulang tapi tidak bisa",5,2022-10-01 09:47:01
GAK BISA DI PENCET DAN NGELAG MULU.,1,2022-10-01 09:42:47
"sudah berlangganan 30 hari. mau nonton film gak bisa diputer. nonton trailer bisa, nonton full movienya gak bisa hadeh",1,2022-10-01 09:42:43
ee bgt error troosss hahahah rugi,1,2022-10-01 09:40:09
Mau nanya kok gw udah berlangganan tapi kok da bisa nonton film satupun?,1,2022-10-01 09:39:31
"Tiap minggu kasih film"" Baru donk kya d netflix",4,2022-10-01 09:18:44
